dc hair laser removal washington,880,0.00,0,0,0.00,590
hair removal washington dc,1600,0.00,0,0,0.00,880
hair laser removal virginia,4400,0.00,0,0,0.00,3600
chicago hair laser removal,3600,0.00,0,0,0.00,2900
laser hair removal maryland,1900,1.54,1,4.13,6.34,1600
laser hair removal manhattan,1000,9.51,1,10.37,98.69,880
hair removal chicago,4400,3.13,1,8.26,25.86,3600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
city hair new removal york,1900,0.00,0,0,0.00,1600
laser hair removal new york,14800,19.96,1,30.2,602.74,12100
hair removal new york,18100,0.00,0,0,0.00,14800
