ink 8560,4400,0.00,0,0,0.00,2400
cheap ink cartridges brother,590,0.00,0,0,0.00,260
cheap ink for brother printer,390,0.00,0,0,0.00,170
ink for cartridges,1500000,1.17,1,2.94,3.45,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.67,1,830.39,"3,045.81",673000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,2.22,1,3.78,8.40,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
a wrinkle in,1220000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
